RecordID,fixedAcidity,pH,alcohol,WineType,Brand,quality,sat,price,margin
1503,7.3,3.31,9.8,R,Gallo,4.916,8.1,5.37,0.47
1504,6.2,3.51,11,R,Yellow Tail,4.652,7.8,5.2,0.5
1505,7.5,3.36,11.4,R,Jacobs Creek,8.95,5.7,3.77,0.43
1506,6.7,3.55,9.95,R,Beringer,4.62,6.9,5.26,0.35
1507,6.8,3.51,10.8,R,Beringer,8.294,8.7,3.64,0.28
1508,7.5,3.36,11.4,R,Gallo,8,5.1,3.88,0.55
1509,7.1,3.38,10.6,R,Gallo,8.73,8.2,4.6,0.66
1510,7.9,3.28,11.1,R,Yellow Tail,9.2,6.5,3.92,0.33
1511,6.4,3.47,9.7,R,Jacobs Creek,9.25,5.2,4.42,0.51
1512,7.1,3.44,9.8,R,Jacobs Creek,3.84,5.2,4.76,0.5
1513,6.4,3.53,10.4,R,Beringer,8.55,3.5,3.57,0.35
1514,6.4,3.33,10.5,R,Yellow Tail,4.856,6.9,4.73,0.72
1515,6.9,3.53,9.233333333,R,Jacobs Creek,3.735,6.2,4.61,0.29
1516,6.9,3.53,9.25,R,Gallo,9.49,6,4.48,0.5
1517,6.1,3.42,10.6,R,Sutter Home,4.68,7.5,5.08,0.43
1518,6.5,3.38,10.3,R,Gallo,4.74,7,5.02,0.37
1519,7.4,3.32,10.5,R,Jacobs Creek,11.69,8.4,6,0.67
1520,6.6,3.44,10.2,R,Yellow Tail,13.9,4.6,3.64,0.34
1521,6.5,3.38,10.3,R,Jacobs Creek,9.057,8.7,5.92,0.62
1522,6.9,3.39,9.05,R,Jacobs Creek,9.057,8.8,6.86,0.77
1523,6.1,3.42,10.6,R,Sutter Home,9.501,9.8,5.77,0.64
1524,6.8,3.34,10.4,R,Jacobs Creek,7.246,7.1,5.79,0.54
1525,6,3.39,10,R,Blossom Hill,18.35,9.1,7.3,0.45
1526,6.7,3.33,9.7,R,Yellow Tail,9.16,6.8,4.95,0.44
1527,6.8,3.3,9.6,R,Beringer,10.72,6.6,4.65,0.43
1528,7.1,3.29,10.8,R,Blossom Hill,10.06,7.4,4.63,0.67
1529,7.9,3.31,10.1,R,Sutter Home,10.535,3.9,3.9,0.39
1530,7.1,3.42,10.2,R,Sutter Home,6.073,7.1,5.12,0.72
1531,6.6,3.42,11.3,R,Gallo,5.552,7.5,4.98,0.42
1532,6.1,3.6,10.2,R,Sutter Home,2.67,6.2,4.76,0.17
1533,7.2,3.21,9.9,R,Jacobs Creek,10.628,8.5,5.29,0.6
1534,8,3.39,9,R,Yellow Tail,9.13,4.6,3.64,0.36
1535,6.6,3.42,11.7,R,Gallo,9.57,6.7,4.31,0.47
1536,7,3.36,9.7,R,Jacobs Creek,9.376,5.7,4.26,0.52
1537,6.1,3.6,10.3,R,Beringer,2.58,4.8,4.52,0.4
1538,5.4,3.5,10.2,R,Yellow Tail,5.595,8.6,6.35,0.63
1539,6.2,3.57,12,R,Gallo,2.7,6,4.82,0.21
1540,7.2,3.46,9.9,R,Blossom Hill,19.545,9.5,7.74,0.56
1541,6.2,3.56,11.6,R,Sutter Home,13.32,5,5.1,0.14
1542,7.4,3.4,10.9,R,Jacobs Creek,13.325,4.2,4.23,0.15
1543,6.7,3.3,10.75,R,Gallo,9.87,5.9,4.29,0.28
1544,11.1,3.25,10.4,R,Jacobs Creek,12.95,7,4.83,0.4
1545,8.4,3.17,11.2,R,Beringer,11.18,8.9,6.07,0.62
1546,6.5,3.36,10.1,R,Beringer,7.87,7.3,5.42,0.19
1547,7,3.36,10.2,R,Beringer,11.4,4.1,3.26,0.46
1548,6.3,3.55,12.1,R,Sutter Home,10.9,6.8,4.2,0.53
1549,11.2,3.1,10.4,R,Gallo,18.432,9.3,6.64,0.56
1550,7.4,3.24,11.4,R,Jacobs Creek,9.15,5.6,4.87,0.52
1551,7.1,3.45,9.5,R,Beringer,3.946,6.3,6.92,0.3
1552,7.1,3.44,9.4,R,Jacobs Creek,12.48,7,6.69,0.34
1553,6.3,3.51,11.3,R,Blossom Hill,3.648,8.2,6.72,0.53
1554,7.3,3.41,9.4,R,Blossom Hill,8.832,9.2,7.99,0.62
1555,6.6,3.54,11,R,Jacobs Creek,3.135,7.7,7.07,0.38
1556,7,3.44,10.55,R,Blossom Hill,19.9,9.1,9.01,0.56
1557,6.6,3.53,9.9,R,Yellow Tail,13.25,8.4,6.77,0.31
1558,6.6,3.54,11,R,Blossom Hill,7.41,9,8.71,0.62
1559,6.9,3.22,9.5,R,Jacobs Creek,12,8.1,6.75,0.36
1560,7.8,3.21,9.9,R,Jacobs Creek,9.408,7.8,5.14,0.38
1561,7.8,3.21,9.9,R,Jacobs Creek,16.9,8.9,6.85,0.45
1562,7.8,3.21,9.9,R,Gallo,5.391,8.1,6.9,0.45
1563,7.2,3.29,10.1,R,Yellow Tail,5.376,9.9,5.44,0.73
1564,7.2,3.29,10.1,R,Yellow Tail,9,7.7,7.76,0.33
1565,7.2,3.29,10.1,R,Beringer,16.548,8.2,5.48,0.75
1566,6.7,3.39,10.9,R,Jacobs Creek,19.264,9.8,6.83,0.56
1567,6.7,3.34,11.2,R,Beringer,10.75,9,5.82,0.34
1568,7.2,3.29,10.1,R,Gallo,9.384,2.2,4.23,0.35
1569,7,3.34,9.2,R,Gallo,15.96,9.5,7.07,0.68
1570,6.2,3.48,11.5,R,Sutter Home,19.51,9.5,6.77,0.75
1571,6.4,3.37,12.4,R,Beringer,11.79,7.5,4.5,0.46
1572,6.4,3.44,11.1,R,Jacobs Creek,9.99,6.6,4.55,0.57
1573,7.3,3.33,9.5,R,Gallo,18.624,9.7,9.15,0.45
1574,6,3.58,12.5,R,Jacobs Creek,17.926,8.3,6.54,0.45
1575,5.6,3.39,10.5,R,Jacobs Creek,8.92,6.8,4.27,0.47
1576,7.5,3.26,11.8,R,Gallo,8.31,4.3,4.54,0.19
1577,8,3.3,10.8,R,Jacobs Creek,14.99,7.7,4.72,0.5
1578,6.2,3.54,11.9,R,Yellow Tail,14.235,8.6,7.48,0.55
1579,6.8,3.42,11.3,R,Yellow Tail,19.7,9.1,6.04,0.56
1580,6.2,3.54,11.3,R,Beringer,17.48,7.5,5.13,0.49
1581,7.4,3.36,11.9,R,Gallo,19.029,9.9,6.14,0.53
1582,6.2,3.54,11.3,R,Sutter Home,11.6,8.1,7.31,0.63
1583,6.1,3.57,11.9,R,Sutter Home,9.99,8.5,4.28,0.7
1584,6.2,3.33,9.8,R,Jacobs Creek,10.69,6.6,5.87,0.33
1585,6.7,3.29,11.6,R,Beringer,14.424,5.8,5.57,0.52
1586,7.2,3.3,11.5,R,Sutter Home,9.6,5.5,3.99,0.43
1587,7.5,3.34,11.4,R,Sutter Home,11.04,8.9,5.64,0.76
1588,5.8,3.55,10.9,R,Beringer,12.37,9.2,6.21,0.63
1589,7.2,3.27,12.8,R,Beringer,10.7,7.4,5.42,0.31
1590,6.6,3.29,9.2,R,Yellow Tail,11.51,7.1,4.55,0.34
1591,6.3,3.32,11.6,R,Beringer,10.2,6.3,4.64,0.3
1592,5.4,3.67,11.6,R,Beringer,8.8,3.8,4.94,0.4
1593,6.3,3.42,11,R,Sutter Home,7.47,7.4,4.82,0.48
1594,6.8,3.42,9.5,R,Yellow Tail,10.85,7.7,5.32,0.68
1595,6.2,3.45,10.5,R,Gallo,17.748,8.7,9.05,0.56
1596,5.9,3.52,11.2,R,Blossom Hill,10.32,6.8,5.37,0.56
1597,6.3,3.42,11,R,Beringer,11,9,7.2,0.7
1598,5.9,3.57,10.2,R,Jacobs Creek,17.475,9.4,7.99,0.56
1599,6,3.39,11,R,Yellow Tail,19.3,8.9,6.77,0.56
1600,7,3,8.8,W,Gallo,18.71,8.7,6.46,0.62
1601,6.3,3.3,9.5,W,Gallo,10.8,7.1,5.7,0.68
1602,8.1,3.26,10.1,W,Blossom Hill,10.456,9.1,5.62,0.45
1603,7.2,3.19,9.9,W,Blossom Hill,10.57,8.6,5.24,0.51
1604,7.2,3.19,9.9,W,Jacobs Creek,7.35,5.2,4.46,0.44
1605,8.1,3.26,10.1,W,Beringer,18.72,9,6.27,0.56
1606,6.2,3.18,9.6,W,Blossom Hill,8.65,6.9,5.15,0.27
1607,7,3,8.8,W,Beringer,6.55,9.3,7.39,0.61
1608,6.3,3.3,9.5,W,Yellow Tail,6.55,8.3,7.16,0.45
1609,8.1,3.22,11,W,Gallo,6.55,9.1,7.51,0.66
1610,8.1,2.99,12,W,Yellow Tail,6.55,7.9,6.36,0.34
1611,8.6,3.14,9.7,W,Blossom Hill,6.55,7.1,5.73,0.29
1612,7.9,3.18,10.8,W,Gallo,6.55,8.2,5.63,0.4
1613,6.6,3.54,12.4,W,Beringer,6.55,8.2,5.85,0.48
1614,8.3,2.98,9.7,W,Yellow Tail,6.55,7.9,5.25,0.45
1615,6.6,3.25,11.4,W,Beringer,6.55,8.5,5.98,0.53
1616,6.3,3.24,9.6,W,Gallo,6.55,6.9,5.74,0.7
1617,6.2,3.33,12.8,W,Gallo,6.55,8,5.78,0.4
1618,7.4,3.12,11.3,W,Beringer,6.84,7.1,5.52,0.51
1619,6.5,3.22,9.5,W,Blossom Hill,15.15,7.3,7.01,0.67
1620,6.2,3.33,12.8,W,Yellow Tail,18.732,9.4,6.67,0.56
1621,6.4,3.17,11,W,Gallo,17.84,9.3,7.33,0.75
1622,6.8,3.47,10.5,W,Sutter Home,18.92,9,6.74,0.56
1623,7.6,3.05,9.3,W,Beringer,13.5,6.7,4.83,0.44
1624,6.6,3.42,10,W,Gallo,14.9,9.3,4.84,0.56
1625,7,3.25,10.4,W,Sutter Home,6.806,7.2,5.26,0.33
1626,6.9,3.45,10,W,Gallo,6.806,8.3,5.18,0.63
1627,7,3.38,10.5,W,Blossom Hill,5.972,7.7,5.1,0.74
1628,7.4,3.19,11.6,W,Yellow Tail,7.42,5.5,3.65,0.37
1629,7.2,3.1,12.3,W,Jacobs Creek,9,7.8,3.84,0.36
1630,8.5,3.2,10,W,Blossom Hill,5.6,6.3,3.75,0.38
1631,8.3,3.47,10.2,W,Yellow Tail,9.27,7.5,4.18,0.34
1632,7.4,3.19,10.8,W,Yellow Tail,17.295,9.5,6.44,0.45
1633,6.2,3.42,9,W,Beringer,18.59,9.5,8.62,0.56
1634,5.8,3.37,10.2,W,Gallo,7.248,7.4,5.07,0.44
1635,7.3,3.19,12.8,W,Blossom Hill,8.73,9.2,3.96,0.71
1636,6.5,3.24,10,W,Blossom Hill,9.1,7,4.56,0.39
1637,7,3.13,11.2,W,Jacobs Creek,6.806,7.5,4.99,0.16
1638,7.3,3.21,8.6,W,Yellow Tail,8.18,6.5,3.71,0.36
1639,7.3,3.21,8.6,W,Gallo,8.33,6.4,4.04,0.31
1640,6.7,3.11,9.4,W,Sutter Home,13.404,7.8,5.03,0.44
1641,6.7,3.1,9.4,W,Blossom Hill,7.55,5.5,4.35,0.25
1642,7,3.13,9.8,W,Sutter Home,10.1,8.8,4.26,0.46
1643,6.6,3.22,9.5,W,Beringer,4.4,5.3,2.94,0.47
1644,6.7,3.24,9.5,W,Sutter Home,6.95,6,3.72,0.38
1645,7.4,3.16,10,W,Yellow Tail,6.72,7.7,4.31,0.58
1646,6.2,3.27,9.8,W,Gallo,8.438,4.2,3.93,0.24
1647,6.2,3.25,9.8,W,Jacobs Creek,8.242,7.7,3.89,0.24
1648,7,3.13,9.8,W,Gallo,6.36,7.7,5.05,0.34
1649,6.9,3.36,9.8,W,Sutter Home,8.64,6.2,4.01,0.25
1650,7.2,3.35,11.7,W,Blossom Hill,11.02,7.3,4.22,0.62
1651,6.6,3.34,11,W,Yellow Tail,10.475,6.8,4.07,0.69
1652,6.2,3.32,10.9,W,Beringer,8.4,9.2,6.1,0.78
1653,6.4,3.31,10.9,W,Jacobs Creek,8.4,8.8,6.78,0.45
1654,6.8,3.05,9.1,W,Sutter Home,7.248,7.9,5.36,0.62
1655,6.9,3.13,11,W,Beringer,8.677,7.5,5.29,0.44
1656,7.2,3.09,9.6,W,Sutter Home,13.85,9.5,6.74,0.56
1657,6,3.3,8.9,W,Jacobs Creek,10,6.5,3.52,0.49
1658,6.6,3.11,10.2,W,Beringer,6.39,6.7,5.06,0.31
1659,7.4,3.36,9.9,W,Gallo,7.558,8.2,5.14,0.67
1660,6.8,3.03,8.6,W,Yellow Tail,7.82,6.9,3.94,0.34
1661,6,3.3,8.9,W,Gallo,4.486,5,3.97,0.3
1662,7,3.02,10.5,W,Gallo,4.486,6.8,4.29,0.12
1663,6.6,3.11,10.2,W,Jacobs Creek,5.634,9.7,4.73,0.54
1664,7.2,3.15,10.3,W,Yellow Tail,4.286,3.9,4.25,0.27
1665,6.2,3.22,9.1,W,Yellow Tail,10.995,6.8,5.87,0.61
1666,6.4,3.22,12.6,W,Yellow Tail,9.9,7.6,3.99,0.5
1667,6.7,3.14,9.8,W,Yellow Tail,7.452,8.1,6.43,0.45
1668,6.7,3.33,10.7,W,Jacobs Creek,13.05,6.4,5.43,0.66
1669,7.4,3.13,9.5,W,Gallo,15.7,9.5,7.44,0.45
1670,6.2,3.1,9,W,Jacobs Creek,7.344,5,4.36,0.55
1671,6.8,3.32,9.5,W,Jacobs Creek,6.462,9.1,6.06,0.19
1672,6,3.69,10,W,Gallo,9.8,4.6,4.23,0.41
1673,8.6,2.95,9.1,W,Yellow Tail,9.65,5.7,4.49,0.49
1674,6.7,3.33,10.7,W,Sutter Home,16.24,8.4,5.75,0.65
1675,7.4,3.13,9.5,W,Jacobs Creek,10.85,5.8,3.82,0.26
1676,7.1,3.26,12.7,W,Yellow Tail,16.9,8.8,5.84,0.6
1677,7,3.31,12,W,Beringer,14.067,7.5,4.74,0.66
1678,7.4,2.94,9.3,W,Blossom Hill,11.7,8.9,5.76,0.57
1679,6.7,3.27,9,W,Yellow Tail,19.24,9.5,6.08,0.75
1680,6.8,3.39,10.6,W,Sutter Home,6.992,1.7,3.61,0.48
1681,7.1,3.21,9.2,W,Beringer,9.858,4.2,4.32,0.46
1682,7.1,3.17,10,W,Jacobs Creek,13.85,8,4.7,0.6
1683,7.3,3.33,9.5,W,Beringer,13.24,7.3,4.53,0.46
1684,7.1,3.11,8.7,W,Beringer,19.67,7.7,6.73,0.45
1685,7.1,3.12,8.7,W,Blossom Hill,15.99,7.3,5.5,0.62
1686,7.2,3.09,8.7,W,Gallo,7.629,7.9,6.48,0.54
1687,6.8,3.22,9.7,W,Jacobs Creek,16.732,9.3,6.26,0.65
1688,7.1,3.11,8.7,W,Gallo,12.888,6.2,4.57,0.57
1689,7.1,3.12,8.7,W,Gallo,7.6,5.9,4.66,0.21
1690,7.2,3.09,8.7,W,Jacobs Creek,8.907,8.9,6.88,0.57
1691,6.1,3.12,9,W,Jacobs Creek,11.38,8.1,6.18,0.51
1692,6.9,3.26,12.6,W,Gallo,9.6,3.9,3.63,0.47
1693,6.9,3.25,12.6,W,Yellow Tail,8.67,4.2,4.32,0.45
1694,7.5,3.21,11.5,W,Jacobs Creek,10.23,5.9,4.01,0.37
1695,7.1,3.04,9.2,W,Yellow Tail,15.948,8.2,5.67,0.68
1696,6,3.14,8.8,W,Sutter Home,11.52,7.3,5.57,0.47
1697,8.6,2.95,11.4,W,Gallo,4.536,7.1,5.97,0.32
1698,9.8,2.89,10.1,W,Gallo,5.39,6.3,3.99,0.59
1699,6,3.14,8.8,W,Gallo,6.4,5.8,4.66,0.44
1700,7.4,3,9.1,W,Beringer,3.687,6.7,4.54,0.43
1701,7.1,3.4,9.4,W,Beringer,5.336,8.4,5.55,0.57
1702,6,3.34,9.4,W,Yellow Tail,10.5,5.8,3.81,0.5
1703,7.5,2.99,9,W,Sutter Home,3.738,5.5,4.4,0.5
1704,7.4,3,9.1,W,Jacobs Creek,5.173,8.6,5.93,0.63
1705,7.3,3.2,9.2,W,Blossom Hill,11.75,9.4,6.25,0.68
1706,7.1,3.4,9.4,W,Beringer,12.5,5.3,4.44,0.52
1707,7.1,3.16,9.1,W,Blossom Hill,15.8,9.7,5.98,0.64
1708,7.1,3.16,9.1,W,Jacobs Creek,13.38,8.9,5.46,0.72
1709,6.9,3.27,10.3,W,Yellow Tail,14.21,7.6,4.61,0.71
1710,6.5,2.89,8.8,W,Jacobs Creek,19.96,9,6.07,0.8
1711,7.2,3.04,8.9,W,Jacobs Creek,10.602,7.9,5.94,0.61
1712,7.2,3.01,9.2,W,Beringer,12.04,9.2,5.36,0.58
1713,6.7,3.22,9.1,W,Blossom Hill,14.8,9.1,6.21,0.8
1714,6.7,3.22,9.1,W,Jacobs Creek,15.595,7.9,5.62,0.63
1715,5.5,3.63,9.7,W,Jacobs Creek,17.08,7.3,5.32,0.77
1716,6,3.31,11.3,W,Gallo,8.374,4.2,3.61,0.3
1717,7,3.19,11.8,W,Jacobs Creek,12.85,7.8,5,0.56
1718,7.2,3.01,9.2,W,Jacobs Creek,18.165,10,6.39,0.45
1719,7.3,3.04,9.2,W,Beringer,18.55,9.5,6.78,0.56
1720,5.9,3.22,10.2,W,Yellow Tail,10.518,5.9,5.03,0.28
1721,7.8,3.01,8.8,W,Jacobs Creek,17.9,8.6,8.2,0.45
1722,7.4,3.29,9.7,W,Sutter Home,14.34,5.8,4.68,0.58
1723,6.9,3.29,9.1,W,Sutter Home,13.5,9.5,5,0.56
1724,6.4,3.21,9.8,W,Gallo,10.335,7.1,3.91,0.64
1725,6.7,3.27,11,W,Blossom Hill,10.86,5.6,4.55,0.58
1726,7.4,3.14,10.5,W,Jacobs Creek,18.7,8.7,5.93,0.68
1727,6.5,3.45,9.7,W,Beringer,10.578,8.4,6.01,0.64
1728,6.1,3.3,10.9,W,Blossom Hill,11.19,6,4.73,0.42
1729,6.1,3.31,10.9,W,Sutter Home,14.19,6.5,5.71,0.7
1730,5.7,3.39,10.6,W,Gallo,24.94,9.3,6.94,0.8
1731,6.5,3.45,9.7,W,Beringer,10.97,4.7,4.69,0.57
1732,6.5,3.23,9,W,Beringer,9.476,6.7,4.69,0.39
1733,6.6,3.24,9.2,W,Jacobs Creek,19.964,9.4,6.37,0.78
1734,6.8,3.19,8.9,W,Gallo,11,3.6,3.41,0.56
1735,6.7,3.26,9.6,W,Jacobs Creek,8.8,4.4,4.65,0.41
1736,8.2,3.12,10.7,W,Jacobs Creek,10,5.6,4.92,0.44
1737,7.1,3.16,8.7,W,Sutter Home,7.352,7.7,7.11,0.58
1738,6.8,3.15,10.8,W,Sutter Home,14.85,9.7,5.45,0.55
1739,8.1,3.23,11.8,W,Beringer,10.91,6.6,5.2,0.45
1740,6.3,3.3,10.2,W,Blossom Hill,18.73,9.3,6.47,0.59
1741,7.1,3.16,8.7,W,Gallo,12.6,9,5.97,0.56
1742,7.9,3.21,10.8,W,Gallo,13.85,8.4,5.31,0.56
1743,8.5,3.18,9.7,W,Yellow Tail,18.7,9.6,8.05,0.56
1744,8.1,3.12,11.2,W,Yellow Tail,4.818,7.1,4.86,0.41
1745,6.3,3,10.9,W,Yellow Tail,13.9,7.5,5.07,0.37
1746,5.6,3.28,10.1,W,Sutter Home,11.04,6.5,5.08,0.51
1747,6.4,3.38,9,W,Sutter Home,9.813,4.5,4.29,0.4
1748,6.3,3.38,12,W,Sutter Home,10.3,6.8,5.05,0.64
1749,6.9,2.99,9.4,W,Beringer,14.99,8.6,5.37,0.58
1750,7.9,3.12,11.5,W,Jacobs Creek,16.975,7.6,6,0.61
1751,7.6,3.14,9.9,W,Gallo,12.35,8.8,6.83,0.64
1752,6.9,2.99,9.4,W,Beringer,7.844,6.6,6.96,0.55
1753,7.2,3.14,10.4,W,Blossom Hill,7.844,5.4,6.79,0.2
1754,8.2,3.06,9.7,W,Sutter Home,7.352,4.7,6.31,0.41
1755,7.4,2.89,8.9,W,Yellow Tail,7.844,7.2,7.16,0.6
1756,7.4,2.89,8.9,W,Beringer,7.844,8,7.35,0.53
1757,6.1,3.29,12.4,W,Yellow Tail,7.352,7.2,6.76,0.67
1758,5.2,3.36,12.1,W,Jacobs Creek,7.844,7.6,6.71,0.51
1759,5.2,3.36,12.1,W,Blossom Hill,11.69,4.8,5.38,0.42
1760,6.1,3.29,12.4,W,Jacobs Creek,9.7,4.5,4.52,0.38
1761,6.4,2.98,9.1,W,Jacobs Creek,11.24,7.1,4.53,0.56
1762,6.3,3.28,10.6,W,Sutter Home,10.88,6.4,4.63,0.45
1763,7.4,2.89,8.9,W,Yellow Tail,12.75,8.4,6.23,0.71
1764,6.7,3.15,9.5,W,Jacobs Creek,10.85,6.2,4.81,0.35
1765,7,3.16,9.8,W,Blossom Hill,16.13,8.3,5.21,0.59
1766,8.4,3.14,9.6,W,Yellow Tail,11.172,6.8,4.81,0.31
1767,6.7,3.08,12.6,W,Beringer,17.02,9.5,9.45,0.1
1768,7.5,3.08,9.3,W,Gallo,10.786,9.3,6.88,0.59
1769,9.8,2.87,10,W,Beringer,11.584,8.3,6.21,0.6
1770,7.1,3.12,12.7,W,Yellow Tail,14.9,8.2,5.63,0.77
1771,7.9,3.13,11,W,Gallo,15.925,8.9,6.98,0.68
1772,7.6,3.03,11.4,W,Gallo,16.26,9.1,6.02,0.64
1773,6.3,3.35,11.5,W,Sutter Home,8.84,5.7,4.51,0.3
1774,7.5,3.09,10.2,W,Yellow Tail,12.065,6.2,5.08,0.58
1775,6.9,3.11,11.4,W,Gallo,11.15,7.8,5.02,0.36
1776,7.2,3.03,12.6,W,Sutter Home,11.428,6.7,3.5,0.5
1777,5.9,3.28,9.4,W,Beringer,4.99,7.5,6.03,0.63
1778,6,3.11,8.7,W,Yellow Tail,19.528,9.9,7.97,0.45
1779,6.4,3.19,9.2,W,Sutter Home,14.4,6.6,6.46,0.55
1780,6.4,3.19,9.3,W,Jacobs Creek,6.694,7.4,5.94,0.5
1781,7.1,3.09,9.2,W,Jacobs Creek,14.2,6.4,4.81,0.2
1782,6.8,2.93,8.7,W,Yellow Tail,10.33,8.4,7.03,0.4
1783,6.9,3.18,9.6,W,Sutter Home,8.3,6.2,3.29,0.29
1784,6.8,3.02,9.3,W,Jacobs Creek,7.07,9.5,5.2,0.36
1785,6.8,3.02,9.3,W,Gallo,8.116,8.2,5.71,0.65
1786,6.7,3.12,9.9,W,Yellow Tail,9.888,6.4,4.3,0.47
1787,5.9,3.15,11,W,Blossom Hill,6.12,7.3,4.62,0.55
1788,6.8,3.26,12.7,W,Yellow Tail,10.425,6.1,4.42,0.67
1789,6.5,3.09,8.9,W,Jacobs Creek,12.05,6.3,4.73,0.7
1790,6.6,3.09,8.9,W,Blossom Hill,10.485,7.6,4.44,0.74
1791,6.8,2.93,8.7,W,Beringer,13.44,9.2,5.83,0.56
1792,6.8,3.02,11.4,W,Beringer,4.938,6.7,4.7,0.33
1793,6.6,3.36,9.6,W,Yellow Tail,4.515,5.3,3.03,0.13
1794,6.4,3.02,9.1,W,Sutter Home,10.194,5.7,3.39,0.36
1795,6.4,3.02,9.1,W,Gallo,11.859,8,5.01,0.63
1796,6.4,3.01,9.1,W,Gallo,8.074,8.4,5.77,0.66
1797,6.8,3.13,8.9,W,Jacobs Creek,5.8,6.2,4.57,0.24
1798,7.1,3.1,8.8,W,Sutter Home,7,7.4,4.19,0.28
1799,6.8,3.13,8.9,W,Beringer,4.45,4.3,2.65,0.3
1800,6.8,3.15,9.3,W,Jacobs Creek,6.4,7.1,4.74,0.61
1801,7.1,3.1,8.8,W,Jacobs Creek,12.68,9.1,5.6,0.56
1802,6.9,3.2,9.6,W,Gallo,10.99,6.6,4.87,0.58
1803,6.8,3.33,12,W,Beringer,3.222,6.3,3.96,0.23
1804,5.8,3.28,10.2,W,Gallo,8.99,7.3,3.91,0.35
1805,6.4,3.15,8.8,W,Yellow Tail,3.811,6.2,4.4,0.37
1806,7,3.21,9.2,W,Jacobs Creek,7.8,6.1,4.55,0.67
1807,10.2,2.99,9.9,W,Sutter Home,6.2,6.3,3.23,0.28
1808,6.8,3.32,10.2,W,Jacobs Creek,8.15,6.1,3.9,0.62
1809,6.1,3.22,9.5,W,Yellow Tail,9.3,8.1,4.32,0.42
1810,5.6,3.31,10.5,W,Gallo,5.8,7.3,5.04,0.36
1811,6.8,3.32,11.2,W,Gallo,5.5,6.8,3.74,0.54
1812,7,3.21,9.2,W,Gallo,5.17,6.1,3.79,0.35
1813,6.7,3.44,9.7,W,Yellow Tail,4.788,4.2,3.6,0.23
1814,6.2,3.3,11.1,W,Beringer,11.2,8,4.06,0.52
1815,5.8,3.31,9.4,W,Blossom Hill,8.2,6.3,4.1,0.52
1816,7.5,3.03,11,W,Jacobs Creek,15.2,9,5.38,0.56
1817,5.8,3.31,9.4,W,Jacobs Creek,7.7,7,3.73,0.34
1818,5.7,3.31,9.4,W,Jacobs Creek,5.764,8.6,6.3,0.53
1819,7.5,3.04,11,W,Gallo,15.35,8.9,6.36,0.56
1820,7.5,3.03,11,W,Gallo,17.865,9.3,7.56,0.45
1821,7.2,3,9.1,W,Jacobs Creek,7.44,7,4.94,0.52
1822,6.2,3.3,11.1,W,Beringer,5.13,6,5.17,0.54
1823,6.5,3.42,9.1,W,Gallo,11.28,8.1,5.18,0.74
1824,6.3,3.39,10.4,W,Beringer,4.95,6.2,4.09,0.36
1825,7.1,3.32,8.7,W,Gallo,6.3,7.5,4,0.4
1826,6.4,3.5,9.7,W,Jacobs Creek,4.752,4.8,4.47,0.27
1827,7.1,3.17,9.1,W,Gallo,8.84,5.8,4.49,0.54
1828,6.4,3.5,9.7,W,Blossom Hill,4.104,8.6,5.55,0.51
1829,7.1,3.32,8.7,W,Gallo,8.53,5.6,4.37,0.46
1830,6.8,3.37,8.9,W,Yellow Tail,8.955,5.1,3.43,0.51
1831,8.3,3.34,9.6,W,Sutter Home,12.772,7.4,6.87,0.69
1832,8.2,3.31,9.5,W,Gallo,4.86,7,4.92,0.48
1833,7.2,3.09,9,W,Yellow Tail,11.85,8.3,5.9,0.77
1834,7.2,3.09,9,W,Yellow Tail,9.428,7.6,4.48,0.45
1835,7.2,3.09,9,W,Jacobs Creek,8.678,8.2,5.85,0.6
1836,7.2,3.09,9,W,Jacobs Creek,4.86,8.5,4.81,0.32
1837,6.8,3.27,9.6,W,Jacobs Creek,4.29,5.5,4.81,0.22
1838,7,3.34,11.1,W,Jacobs Creek,8.49,8.1,6.32,0.64
1839,6.2,3.48,9.6,W,Yellow Tail,7.85,5.4,4.49,0.57
1840,7.3,3.2,8.7,W,Gallo,7.86,6.5,5.35,0.56
1841,7.7,3.13,10.4,W,Blossom Hill,4.86,8.2,5.95,0.58
1842,7.1,3.15,11.4,W,Jacobs Creek,6.4,8,5.44,0.44
1843,6.8,3.3,9.7,W,Yellow Tail,12.24,9.4,6.86,0.45
1844,6.9,3.14,8.7,W,Sutter Home,10.76,8.5,4.89,0.74
1845,6.1,3.37,11.3,W,Gallo,4.422,7.3,5.77,0.43
1846,6.8,3.16,12.6,W,Jacobs Creek,5.13,9.1,7.13,0.56
1847,5.8,3.25,10.9,W,Gallo,4.104,7,4.35,0.35
1848,5.6,3.25,10.9,W,Beringer,2.34,7.6,7.11,0.56
1849,6.1,3.38,10,W,Gallo,6.857,8.9,6.52,0.53
1850,5.9,3.72,10,W,Jacobs Creek,5.148,6.6,5.18,0.46
1851,8.5,3.02,9.8,W,Gallo,8.82,6.8,4.48,0.6
1852,6.9,3.14,8.7,W,Jacobs Creek,21.7,3.5,4.49,0.53
1853,5.8,3.53,11.7,W,Yellow Tail,7.656,8.9,4.8,0.22
1854,5.8,3.21,9.3,W,Gallo,11.75,7.7,4.3,0.2
1855,6.7,3.32,9.6,W,Gallo,7.656,8,4.69,0.13
1856,6.3,3.27,11,W,Sutter Home,7.32,4.8,5,0.2
1857,6.3,3.27,11,W,Sutter Home,25.75,8.7,6.51,0.45
